2, 100, 9.01158e+007, 2.81849e+007, 1.18301e+008, 7679, 3670.38, 557, 1050
3, 200, 8.8547e+007, 2.75954e+007, 1.16142e+008, 7576, 3642.48, 557, 1051
4, 300, 8.73603e+007, 2.70281e+007, 1.14388e+008, 7478, 3614.34, 557, 1051
5, 400, 8.66665e+007, 2.68763e+007, 1.13543e+008, 7441, 3611.92, 557, 1051
6, 500, 8.60204e+007, 2.65584e+007, 1.12579e+008, 7383, 3597.24, 557, 1051
7, 600, 8.59243e+007, 2.64782e+007, 1.12402e+008, 7370, 3592.7, 557, 1051
8, 700, 8.53211e+007, 2.63025e+007, 1.11624e+008, 7324, 3591.28, 557, 1051
9, 800, 8.51321e+007, 2.60793e+007, 1.11211e+008, 7304, 3570.56, 557, 1051
10, 900, 8.5326e+007, 2.62903e+007, 1.11616e+008, 7352, 3575.95, 557, 1051
11, 1000, 8.46353e+007, 2.57563e+007, 1.10392e+008, 7257, 3549.17, 557, 1051
12, 1100, 8.47251e+007, 2.59432e+007, 1.10668e+008, 7281, 3563.13, 556, 1051
13, 1200, 8.44036e+007, 2.58031e+007, 1.10207e+008, 7261, 3553.65, 557, 1051
14, 1301, 8.44409e+007, 2.56854e+007, 1.10126e+008, 7249, 3543.3, 556, 1051
15, 1401, 8.43309e+007, 2.55698e+007, 1.09901e+008, 7217, 3543, 556, 1051
16, 1501, 8.45305e+007, 2.56223e+007, 1.10153e+008, 7251, 3533.63, 556, 1052
17, 1601, 8.41521e+007, 2.55071e+007, 1.09659e+008, 7226, 3529.9, 556, 1052
18, 1701, 8.43883e+007, 2.55508e+007, 1.09939e+008, 7251, 3523.76, 555, 1052
19, 1801, 8.41829e+007, 2.53579e+007, 1.09541e+008, 7214, 3515.1, 556, 1052
20, 1901, 8.3922e+007, 2.52548e+007, 1.09177e+008, 7187, 3513.96, 555, 1052
21, 2001, 8.39289e+007, 2.51765e+007, 1.09105e+008, 7169, 3511.86, 555, 1052
22, 2101, 8.38714e+007, 2.51452e+007, 1.09017e+008, 7176, 3504.07, 555, 1052
23, 2201, 8.36663e+007, 2.51539e+007, 1.0882e+008, 7154, 3516.06, 554, 1052
24, 2301, 8.40104e+007, 2.51981e+007, 1.09209e+008, 7195, 3502.17, 554, 1053
25, 2401, 8.38885e+007, 2.50103e+007, 1.08899e+008, 7166, 3490.13, 553, 1053
26, 2501, 8.34558e+007, 2.48621e+007, 1.08318e+008, 7134, 3485.01, 553, 1053
27, 2601, 8.37666e+007, 2.50731e+007, 1.0884e+008, 7173, 3495.49, 552, 1053
28, 2701, 8.39713e+007, 2.50574e+007, 1.09029e+008, 7181, 3489.4, 551, 1054
29, 2801, 8.3679e+007, 2.4973e+007, 1.08652e+008, 7154, 3490.78, 551, 1054
30, 2901, 8.36681e+007, 2.49066e+007, 1.08575e+008, 7143, 3486.86, 550, 1054
31, 3001, 8.34836e+007, 2.47964e+007, 1.0828e+008, 7127, 3479.23, 550, 1054
32, 3101, 8.36305e+007, 2.48538e+007, 1.08484e+008, 7147, 3477.51, 550, 1054
33, 3201, 8.35373e+007, 2.47566e+007, 1.08294e+008, 7132, 3471.19, 549, 1055
34, 3301, 8.38684e+007, 2.47188e+007, 1.08587e+008, 7156, 3454.28, 549, 1055
35, 3401, 8.33646e+007, 2.4634e+007, 1.07999e+008, 7117, 3461.29, 549, 1055
36, 3501, 8.32866e+007, 2.46503e+007, 1.07937e+008, 7104, 3469.92, 548, 1055
37, 3601, 8.32731e+007, 2.46137e+007, 1.07887e+008, 7115, 3459.41, 548, 1055
38, 3701, 8.31093e+007, 2.44126e+007, 1.07522e+008, 7073, 3451.52, 548, 1055
39, 3801, 8.31242e+007, 2.44551e+007, 1.07579e+008, 7080, 3454.11, 548, 1055
40, 3901, 8.28987e+007, 2.43877e+007, 1.07286e+008, 7075, 3447.03, 547, 1056
41, 4001, 8.31913e+007, 2.44026e+007, 1.07594e+008, 7085, 3444.26, 547, 1056
42, 4101, 8.30521e+007, 2.43081e+007, 1.0736e+008, 7079, 3433.83, 547, 1056
43, 4201, 8.27504e+007, 2.42625e+007, 1.07013e+008, 7057, 3438.08, 547, 1056
44, 4301, 8.27632e+007, 2.42143e+007, 1.06977e+008, 7051, 3434.16, 547, 1056
45, 4401, 8.31754e+007, 2.43357e+007, 1.07511e+008, 7095, 3429.98, 547, 1056
46, 4501, 8.25263e+007, 2.40997e+007, 1.06626e+008, 7033, 3426.67, 547, 1056
47, 4601, 8.27287e+007, 2.41433e+007, 1.06872e+008, 7050, 3424.59, 546, 1056
48, 4701, 8.28371e+007, 2.42099e+007, 1.07047e+008, 7061, 3428.68, 546, 1056
49, 4801, 8.28265e+007, 2.42013e+007, 1.07028e+008, 7069, 3423.58, 546, 1056
50, 4901, 8.2609e+007, 2.41535e+007, 1.06763e+008, 7048, 3427, 546, 1056
51, 5001, 8.26373e+007, 2.41208e+007, 1.06758e+008, 7049, 3421.88, 546, 1056
52, 5101, 8.26202e+007, 2.39978e+007, 1.06618e+008, 7033, 3412.17, 546, 1056
53, 5201, 8.25285e+007, 2.3992e+007, 1.06521e+008, 7026, 3414.74, 546, 1056
54, 5301, 8.22397e+007, 2.38606e+007, 1.061e+008, 6999, 3409.14, 546, 1056
55, 5401, 8.23105e+007, 2.38882e+007, 1.06199e+008, 7014, 3405.78, 546, 1057
56, 5501, 8.24821e+007, 2.40199e+007, 1.06502e+008, 7036, 3413.86, 546, 1057
57, 5601, 8.21304e+007, 2.3691e+007, 1.05821e+008, 6975, 3396.56, 546, 1057
58, 5701, 8.22249e+007, 2.38604e+007, 1.06085e+008, 7009, 3404.25, 546, 1057
59, 5801, 8.23457e+007, 2.38263e+007, 1.06172e+008, 7010, 3398.9, 545, 1057
60, 5901, 8.19244e+007, 2.35772e+007, 1.05502e+008, 6954, 3390.45, 546, 1057
61, 6001, 8.17874e+007, 2.35775e+007, 1.05365e+008, 6945, 3394.89, 546, 1057
62, 6101, 8.22654e+007, 2.38456e+007, 1.06111e+008, 7021, 3396.32, 546, 1057
63, 6201, 8.20298e+007, 2.36239e+007, 1.05654e+008, 6977, 3385.97, 546, 1057
64, 6301, 8.24419e+007, 2.3787e+007, 1.06229e+008, 7016, 3390.39, 546, 1057
65, 6401, 8.2217e+007, 2.36957e+007, 1.05913e+008, 6986, 3391.88, 546, 1057
66, 6501, 8.19954e+007, 2.3576e+007, 1.05571e+008, 6972, 3381.53, 546, 1057
67, 6601, 8.19394e+007, 2.3611e+007, 1.0555e+008, 6974, 3385.57, 545, 1057
68, 6701, 8.19007e+007, 2.35469e+007, 1.05448e+008, 6962, 3382.2, 546, 1057
69, 6801, 8.18898e+007, 2.34104e+007, 1.053e+008, 6944, 3371.32, 545, 1057
70, 6901, 8.18266e+007, 2.34753e+007, 1.05302e+008, 6942, 3381.63, 546, 1057
71, 7001, 8.16945e+007, 2.34564e+007, 1.05151e+008, 6947, 3376.47, 546, 1057
72, 7101, 8.16884e+007, 2.34875e+007, 1.05176e+008, 6942, 3383.39, 545, 1057
73, 7201, 8.19468e+007, 2.35158e+007, 1.05463e+008, 6973, 3372.4, 546, 1057
74, 7301, 8.16947e+007, 2.33555e+007, 1.0505e+008, 6936, 3367.29, 546, 1057
75, 7401, 8.19886e+007, 2.34501e+007, 1.05439e+008, 6957, 3370.73, 546, 1057
76, 7501, 8.14687e+007, 2.33075e+007, 1.04776e+008, 6906, 3374.97, 545, 1057
77, 7601, 8.13193e+007, 2.32951e+007, 1.04614e+008, 6900, 3376.1, 545, 1057
78, 7701, 8.2031e+007, 2.3467e+007, 1.05498e+008, 6972, 3365.89, 546, 1057
79, 7801, 8.14873e+007, 2.3253e+007, 1.0474e+008, 6913, 3363.67, 545, 1057
80, 7901, 8.15513e+007, 2.32139e+007, 1.04765e+008, 6903, 3362.88, 546, 1057
81, 8001, 8.16276e+007, 2.32763e+007, 1.04904e+008, 6931, 3358.28, 545, 1057
82, 8101, 8.15381e+007, 2.31972e+007, 1.04735e+008, 6909, 3357.54, 545, 1057
83, 8201, 8.17988e+007, 2.32404e+007, 1.05039e+008, 6934, 3351.65, 545, 1057
84, 8301, 8.15377e+007, 2.32102e+007, 1.04748e+008, 6918, 3355.04, 545, 1057
85, 8401, 8.12896e+007, 2.31189e+007, 1.04408e+008, 6893, 3353.97, 545, 1058
86, 8501, 8.15818e+007, 2.32473e+007, 1.04829e+008, 6922, 3358.47, 544, 1058
87, 8601, 8.15436e+007, 2.31829e+007, 1.04727e+008, 6909, 3355.46, 544, 1058
88, 8701, 8.1747e+007, 2.31699e+007, 1.04917e+008, 6919, 3348.74, 544, 1058
89, 8801, 8.16477e+007, 2.31841e+007, 1.04832e+008, 6925, 3347.89, 544, 1058
90, 8901, 8.1695e+007, 2.31831e+007, 1.04878e+008, 6930, 3345.32, 544, 1058
91, 9001, 8.15552e+007, 2.30385e+007, 1.04594e+008, 6900, 3338.91, 543, 1058
92, 9101, 8.18303e+007, 2.32545e+007, 1.05085e+008, 6945, 3348.38, 543, 1058
93, 9201, 8.18032e+007, 2.31819e+007, 1.04985e+008, 6940, 3340.33, 543, 1058
94, 9301, 8.1421e+007, 2.30768e+007, 1.04498e+008, 6905, 3342.04, 542, 1058
95, 9401, 8.14771e+007, 2.30457e+007, 1.04523e+008, 6903, 3338.51, 542, 1059
96, 9501, 8.12637e+007, 2.29701e+007, 1.04234e+008, 6883, 3337.23, 541, 1059
97, 9601, 8.16568e+007, 2.3081e+007, 1.04738e+008, 6907, 3341.68, 541, 1059
98, 9701, 8.11309e+007, 2.28723e+007, 1.04003e+008, 6854, 3337.07, 540, 1059
99, 9801, 8.13521e+007, 2.3025e+007, 1.04377e+008, 6885, 3344.23, 540, 1059
100, 9901, 8.12098e+007, 2.28745e+007, 1.04084e+008, 6868, 3330.59, 539, 1060
101, 10001, 8.12984e+007, 2.28872e+007, 1.04186e+008, 6875, 3329.04, 539, 1060
102, 10101, 8.13798e+007, 2.29671e+007, 1.04347e+008, 6881, 3337.75, 539, 1060
103, 10211, 8.12858e+007, 2.27815e+007, 1.04067e+008, 6856, 3322.85, 538, 1060
104, 10311, 8.1397e+007, 2.2969e+007, 1.04366e+008, 6894, 3331.74, 538, 1060
105, 10411, 8.16585e+007, 2.29602e+007, 1.04619e+008, 6914, 3320.82, 538, 1060
106, 10511, 8.09999e+007, 2.26384e+007, 1.03638e+008, 6831, 3314.06, 538, 1060
107, 10611, 8.11736e+007, 2.27234e+007, 1.03897e+008, 6850, 3317.29, 537, 1061
108, 10711, 8.10842e+007, 2.27484e+007, 1.03833e+008, 6856, 3318.03, 537, 1061
109, 10811, 8.09532e+007, 2.27268e+007, 1.0368e+008, 6846, 3319.73, 536, 1061
110, 10911, 8.12126e+007, 2.27439e+007, 1.03957e+008, 6858, 3316.41, 536, 1061
111, 11011, 8.08983e+007, 2.26966e+007, 1.03595e+008, 6850, 3313.37, 536, 1061
112, 11111, 8.12182e+007, 2.28272e+007, 1.04045e+008, 6864, 3325.63, 535, 1061
113, 11211, 8.14539e+007, 2.27819e+007, 1.04236e+008, 6890, 3306.52, 536, 1061
114, 11311, 8.10592e+007, 2.27158e+007, 1.03775e+008, 6851, 3315.69, 535, 1061
115, 11411, 8.13444e+007, 2.27849e+007, 1.04129e+008, 6887, 3308.4, 535, 1062
116, 11511, 8.09979e+007, 2.25569e+007, 1.03555e+008, 6842, 3296.82, 535, 1062
117, 11611, 8.09865e+007, 2.26247e+007, 1.03611e+008, 6850, 3302.87, 535, 1062
118, 11711, 8.10609e+007, 2.25763e+007, 1.03637e+008, 6847, 3297.25, 534, 1062
119, 11811, 8.09309e+007, 2.25247e+007, 1.03456e+008, 6835, 3295.5, 534, 1062
120, 11911, 8.08008e+007, 2.2578e+007, 1.03379e+008, 6837, 3302.33, 534, 1062
121, 12011, 8.07471e+007, 2.25762e+007, 1.03323e+008, 6827, 3306.91, 534, 1062
122, 12111, 8.06345e+007, 2.24903e+007, 1.03125e+008, 6817, 3299.16, 533, 1062
123, 12211, 8.05421e+007, 2.24236e+007, 1.02966e+008, 6797, 3299.04, 533, 1062
