stim_jnl,frame,time_s,fluor,dff
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,2,0.1,46735900,-4.1508377696585494
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,3,0.21,46255600,-5.135869674879868
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,4,0.3,46022600,-5.613721921218754
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,5,0.4,45514300,-6.656178130721139
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,6,0.5,45810800,-6.048095765744832
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,7,0.6,45402800,-6.884849913840392
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,8,0.7,45555199.99999999,-6.572297629110595
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,9,0.8,45759200,-6.1539205550628
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,10,0.9,45940500,-5.7820981848428845
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,11,1,45902600,-5.85982608242333
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,12,1.1,46021200,-5.616593136432807
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,13,1.2,46303100,-5.038453444403055
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,14,1.3,46668000,-4.290091707540139
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,15,1.4,46785100,-4.049935063564673
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,16,1.5,46746500,-4.129098568752145
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,17,1.6,46942700.00000001,-3.726718265182647
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,18,1.7,46708900,-4.206211205929579
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,19,1.81,47432900,-2.721382766661967
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,20,1.9,47622300,-2.332948365560743
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,21,2,47569200,-2.4418494568937685
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,22,2.1,47683000,-2.2084606773514284
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,23,2.2,48230100,-1.0864307890595626
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,24,2.3,48521400,-0.4890129377354527
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,25,2.4,48684700,-0.1541061916962246
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,26,2.5,48876799.99999999,0.23986555303208656
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,27,2.6,48903600,0.29482881570112396
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,28,2.7,49387900,1.2880641929625947
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,29,2.8,49718300,1.9656709834791957
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,30,2.9,49434699.99999999,1.3840448158323642
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,31,3,49435600,1.3858905970414137
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,32,3.1,50048800,2.6434828607968006
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,33,3.2,50327400.00000001,3.2148546883934412
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,34,3.3,49971400,2.4847456768198484
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,35,3.4,50810500,4.20562902404285
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,36,3.51,50784000,4.151281021776841
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,37,3.6,50587600,3.74849054460535
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,38,3.7,51021100,4.637541826956883
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,39,3.8,51326000,5.262851483217512
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,40,3.9,51357200,5.326838565130701
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,41,4,51742500,6.117038009398397
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,42,4.1,51660000,5.94784139857025
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,43,4.2,51879000,6.396981492768602
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,44,4.3,52163000.00000001,6.979428007619449
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,45,4.41,52102700.00000001,6.85576066661415
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,46,4.5,52389700,7.444359785495079
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,47,4.6,52572200,7.81864319732704
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,48,4.7,52733300,8.149038033744183
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,49,4.8,52816200,8.319054991776346
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,50,4.9,53082500,8.865201142849502
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,51,5,53382500.00000001,9.480461545860958
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,52,5.1,53728200,10.189446616931129
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,53,5.21,53489400,9.699699336134021
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,54,5.3,53728800,10.190677137737152
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,55,5.4,53841599.99999999,10.422015049269438
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,56,5.5,53828600,10.395353765138958
csuEx72_NaAc_2.5M_JNL_10off_20on_20off,57,5.6,53819600,10.376895953048615
