strain_stim,jnl,frame,time_ms,fluor
odr7p_Bcary_5percent,JNL_10off_120on_50off,98,9710,41669300
odr7p_Bcary_5percent,JNL_10off_120on_50off,99,9810,41900200
odr7p_Bcary_5percent,JNL_10off_120on_50off,100,9901,41637700.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,101,10000,41732100
odr7p_Bcary_5percent,JNL_10off_120on_50off,102,10101,41506200
odr7p_Bcary_5percent,JNL_10off_120on_50off,103,10210,41511300
odr7p_Bcary_5percent,JNL_10off_120on_50off,104,10310,41167000
odr7p_Bcary_5percent,JNL_10off_120on_50off,105,10411,41661900
odr7p_Bcary_5percent,JNL_10off_120on_50off,106,10510,41346200
odr7p_Bcary_5percent,JNL_10off_120on_50off,107,10610,41086400
odr7p_Bcary_5percent,JNL_10off_120on_50off,108,10710,41538400
odr7p_Bcary_5percent,JNL_10off_120on_50off,109,10810,41371300
odr7p_Bcary_5percent,JNL_10off_120on_50off,110,10910,41246900
odr7p_Bcary_5percent,JNL_10off_120on_50off,111,11010,41290800
odr7p_Bcary_5percent,JNL_10off_120on_50off,112,11110,41163700
odr7p_Bcary_5percent,JNL_10off_120on_50off,113,11210,41768100
odr7p_Bcary_5percent,JNL_10off_120on_50off,114,11310,41667500.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,115,11410,41488900
odr7p_Bcary_5percent,JNL_10off_120on_50off,116,11510,41471800
odr7p_Bcary_5percent,JNL_10off_120on_50off,117,11610,41953600
odr7p_Bcary_5percent,JNL_10off_120on_50off,118,11711,41480100
odr7p_Bcary_5percent,JNL_10off_120on_50off,119,11810,41839800
odr7p_Bcary_5percent,JNL_10off_120on_50off,120,11910,42183500
odr7p_Bcary_5percent,JNL_10off_120on_50off,121,12011,41756100
odr7p_Bcary_5percent,JNL_10off_120on_50off,122,12110,41509900
odr7p_Bcary_5percent,JNL_10off_120on_50off,123,12210,41638700
odr7p_Bcary_5percent,JNL_10off_120on_50off,124,12310,41610699.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,125,12410,42206800
odr7p_Bcary_5percent,JNL_10off_120on_50off,126,12511,42177700
odr7p_Bcary_5percent,JNL_10off_120on_50off,127,12611,42383300.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,128,12711,42028900
odr7p_Bcary_5percent,JNL_10off_120on_50off,129,12811,42599900
odr7p_Bcary_5percent,JNL_10off_120on_50off,130,12910,42018200
odr7p_Bcary_5percent,JNL_10off_120on_50off,131,13010,42263500
odr7p_Bcary_5percent,JNL_10off_120on_50off,132,13110,42161400
odr7p_Bcary_5percent,JNL_10off_120on_50off,133,13210,41786400
odr7p_Bcary_5percent,JNL_10off_120on_50off,134,13310,42022500
odr7p_Bcary_5percent,JNL_10off_120on_50off,135,13410,42108400
odr7p_Bcary_5percent,JNL_10off_120on_50off,136,13510,43118100
odr7p_Bcary_5percent,JNL_10off_120on_50off,137,13610,41538100
odr7p_Bcary_5percent,JNL_10off_120on_50off,138,13710,41781800
odr7p_Bcary_5percent,JNL_10off_120on_50off,139,13810,41884499.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,140,13910,41811400
odr7p_Bcary_5percent,JNL_10off_120on_50off,141,14010,41945300
odr7p_Bcary_5percent,JNL_10off_120on_50off,142,14111,41930200
odr7p_Bcary_5percent,JNL_10off_120on_50off,143,14211,41767700
odr7p_Bcary_5percent,JNL_10off_120on_50off,144,14311,41477400
odr7p_Bcary_5percent,JNL_10off_120on_50off,145,14411,41805899.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,146,14510,41992600
odr7p_Bcary_5percent,JNL_10off_120on_50off,147,14610,41727800.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,148,14710,41665599.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,149,14811,41345200
odr7p_Bcary_5percent,JNL_10off_120on_50off,150,14910,41616799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,151,15010,41436700
odr7p_Bcary_5percent,JNL_10off_120on_50off,152,15110,41403000
odr7p_Bcary_5percent,JNL_10off_120on_50off,153,15210,41585000
odr7p_Bcary_5percent,JNL_10off_120on_50off,154,15310,41746100.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,155,15410,41301200
odr7p_Bcary_5percent,JNL_10off_120on_50off,156,15510,41329399.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,157,15610,41192200
odr7p_Bcary_5percent,JNL_10off_120on_50off,158,15710,41548400
odr7p_Bcary_5percent,JNL_10off_120on_50off,159,15810,41250200
odr7p_Bcary_5percent,JNL_10off_120on_50off,160,15910,41514800
odr7p_Bcary_5percent,JNL_10off_120on_50off,161,16011,41006500
odr7p_Bcary_5percent,JNL_10off_120on_50off,162,16110,41418799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,163,16210,41244700
odr7p_Bcary_5percent,JNL_10off_120on_50off,164,16310,41069699.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,165,16411,41023300
odr7p_Bcary_5percent,JNL_10off_120on_50off,166,16511,40998100
odr7p_Bcary_5percent,JNL_10off_120on_50off,167,16611,41177200
odr7p_Bcary_5percent,JNL_10off_120on_50off,168,16710,41447700
odr7p_Bcary_5percent,JNL_10off_120on_50off,169,16811,41312500
odr7p_Bcary_5percent,JNL_10off_120on_50off,170,16911,40774600
odr7p_Bcary_5percent,JNL_10off_120on_50off,171,17010,40916200
odr7p_Bcary_5percent,JNL_10off_120on_50off,172,17110,40886900
odr7p_Bcary_5percent,JNL_10off_120on_50off,173,17210,41210600
odr7p_Bcary_5percent,JNL_10off_120on_50off,174,17310,40773500
odr7p_Bcary_5percent,JNL_10off_120on_50off,175,17410,41006900
odr7p_Bcary_5percent,JNL_10off_120on_50off,176,17510,40935600
odr7p_Bcary_5percent,JNL_10off_120on_50off,177,17610,41120000
odr7p_Bcary_5percent,JNL_10off_120on_50off,178,17710,41085800
odr7p_Bcary_5percent,JNL_10off_120on_50off,179,17810,41027600
odr7p_Bcary_5percent,JNL_10off_120on_50off,180,17910,41020200.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,181,18010,40666000
odr7p_Bcary_5percent,JNL_10off_120on_50off,182,18111,41025200
odr7p_Bcary_5percent,JNL_10off_120on_50off,183,18210,40735700
odr7p_Bcary_5percent,JNL_10off_120on_50off,184,18310,40966200
odr7p_Bcary_5percent,JNL_10off_120on_50off,185,18411,40896800.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,186,18511,41110500
odr7p_Bcary_5percent,JNL_10off_120on_50off,187,18610,41296600
odr7p_Bcary_5percent,JNL_10off_120on_50off,188,18710,40892300
odr7p_Bcary_5percent,JNL_10off_120on_50off,189,18810,40934799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,190,18910,40984700
odr7p_Bcary_5percent,JNL_10off_120on_50off,191,19010,41026999.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,192,19110,40817600
odr7p_Bcary_5percent,JNL_10off_120on_50off,193,19210,41015100
odr7p_Bcary_5percent,JNL_10off_120on_50off,194,19310,40699400
odr7p_Bcary_5percent,JNL_10off_120on_50off,195,19410,40774200
odr7p_Bcary_5percent,JNL_10off_120on_50off,196,19510,41069900
odr7p_Bcary_5percent,JNL_10off_120on_50off,197,19611,40534900
odr7p_Bcary_5percent,JNL_10off_120on_50off,198,19711,40597000
odr7p_Bcary_5percent,JNL_10off_120on_50off,199,19811,40561600
odr7p_Bcary_5percent,JNL_10off_120on_50off,200,19910,40749800
odr7p_Bcary_5percent,JNL_10off_120on_50off,201,20010,40650700.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,202,20110,40837300
odr7p_Bcary_5percent,JNL_10off_120on_50off,203,20210,40318400
odr7p_Bcary_5percent,JNL_10off_120on_50off,204,20311,40696500
odr7p_Bcary_5percent,JNL_10off_120on_50off,205,20410,40355000
odr7p_Bcary_5percent,JNL_10off_120on_50off,206,20510,40693500
odr7p_Bcary_5percent,JNL_10off_120on_50off,207,20610,40501500
odr7p_Bcary_5percent,JNL_10off_120on_50off,208,20710,40309799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,209,20811,40994600
odr7p_Bcary_5percent,JNL_10off_120on_50off,210,20911,41163400
odr7p_Bcary_5percent,JNL_10off_120on_50off,211,21011,40549799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,212,21111,40872200
odr7p_Bcary_5percent,JNL_10off_120on_50off,213,21211,40486400
odr7p_Bcary_5percent,JNL_10off_120on_50off,214,21311,40939000
odr7p_Bcary_5percent,JNL_10off_120on_50off,215,21411,40471800
odr7p_Bcary_5percent,JNL_10off_120on_50off,216,21511,40744900
odr7p_Bcary_5percent,JNL_10off_120on_50off,217,21610,40849800
odr7p_Bcary_5percent,JNL_10off_120on_50off,218,21710,40541200
odr7p_Bcary_5percent,JNL_10off_120on_50off,219,21810,40421500
odr7p_Bcary_5percent,JNL_10off_120on_50off,220,21910,40815800
odr7p_Bcary_5percent,JNL_10off_120on_50off,221,22010,40799700
odr7p_Bcary_5percent,JNL_10off_120on_50off,222,22111,40858800.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,223,22211,40380800
odr7p_Bcary_5percent,JNL_10off_120on_50off,224,22311,40632800
odr7p_Bcary_5percent,JNL_10off_120on_50off,225,22411,41058600
odr7p_Bcary_5percent,JNL_10off_120on_50off,226,22511,40678000
odr7p_Bcary_5percent,JNL_10off_120on_50off,227,22611,40896100.00000001
odr7p_Bcary_5percent,JNL_10off_120on_50off,228,22711,40580700
odr7p_Bcary_5percent,JNL_10off_120on_50off,229,22811,40362200
odr7p_Bcary_5percent,JNL_10off_120on_50off,230,22911,40751900
odr7p_Bcary_5percent,JNL_10off_120on_50off,231,23011,40408799.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,232,23111,40401100
odr7p_Bcary_5percent,JNL_10off_120on_50off,233,23211,40082300
odr7p_Bcary_5percent,JNL_10off_120on_50off,234,23311,40420200
odr7p_Bcary_5percent,JNL_10off_120on_50off,235,23411,39989100
odr7p_Bcary_5percent,JNL_10off_120on_50off,236,23511,40281399.99999999
odr7p_Bcary_5percent,JNL_10off_120on_50off,237,23611,40321500
odr7p_Bcary_5percent,JNL_10off_120on_50off,238,23711,40412900
odr7p_Bcary_5percent,JNL_10off_120on_50off,239,23811,40151500
odr7p_Bcary_5percent,JNL_10off_120on_50off,240,23911,40285900
odr7p_Bcary_5percent,JNL_10off_120on_50off,241,24011,40054500
odr7p_Bcary_5percent,JNL_10off_120on_50off,242,24111,39974800
odr7p_Bcary_5percent,JNL_10off_120on_50off,243,24211,40202800
odr7p_Bcary_5percent,JNL_10off_120on_50off,244,24311,40040900
odr7p_Bcary_5percent,JNL_10off_120on_50off,245,24411,39949100
odr7p_Bcary_5percent,JNL_10off_120on_50off,246,24511,39995700
odr7p_Bcary_5percent,JNL_10off_120on_50off,247,24611,39770400
odr7p_Bcary_5percent,JNL_10off_120on_50off,248,24711,40079100
odr7p_Bcary_5percent,JNL_10off_120on_50off,249,24811,40462400
odr7p_Bcary_5percent,JNL_10off_120on_50off,250,24911,39743700
odr7p_Bcary_5percent,JNL_10off_120on_50off,251,25011,39399200
odr7p_Bcary_5percent,JNL_10off_120on_50off,252,25111,39906100
odr7p_Bcary_5percent,JNL_10off_120on_50off,253,25211,39600400
odr7p_Bcary_5percent,JNL_10off_120on_50off,254,25311,40154800
odr7p_Bcary_5percent,JNL_10off_120on_50off,255,25411,39982900
odr7p_Bcary_5percent,JNL_10off_120on_50off,256,25511,39857000
odr7p_Bcary_5percent,JNL_10off_120on_50off,257,25611,39659400
odr7p_Bcary_5percent,JNL_10off_120on_50off,258,25711,39769100
odr7p_Bcary_5percent,JNL_10off_120on_50off,259,25811,39879600
odr7p_Bcary_5percent,JNL_10off_120on_50off,260,25911,39621900
odr7p_Bcary_5percent,JNL_10off_120on_50off,261,26011,39862300
odr7p_Bcary_5percent,JNL_10off_120on_50off,262,26111,39658300
odr7p_Bcary_5percent,JNL_10off_120on_50off,263,26211,39467200
odr7p_Bcary_5percent,JNL_10off_120on_50off,264,26311,39923100
odr7p_Bcary_5percent,JNL_10off_120on_50off,265,26411,39522400
odr7p_Bcary_5percent,JNL_10off_120on_50off,266,26511,39938400
odr7p_Bcary_5percent,JNL_10off_120on_50off,267,26611,39597800
odr7p_Bcary_5percent,JNL_10off_120on_50off,268,26711,39755800
odr7p_Bcary_5percent,JNL_10off_120on_50off,269,26811,39880400
odr7p_Bcary_5percent,JNL_10off_120on_50off,270,26911,39414800
odr7p_Bcary_5percent,JNL_10off_120on_50off,271,27011,40213900
odr7p_Bcary_5percent,JNL_10off_120on_50off,272,27111,39651200
odr7p_Bcary_5percent,JNL_10off_120on_50off,273,27211,39663300
odr7p_Bcary_5percent,JNL_10off_120on_50off,274,27311,39536900
odr7p_Bcary_5percent,JNL_10off_120on_50off,275,27411,39822400
odr7p_Bcary_5percent,JNL_10off_120on_50off,276,27511,39286000
odr7p_Bcary_5percent,JNL_10off_120on_50off,277,27611,39382600
odr7p_Bcary_5percent,JNL_10off_120on_50off,278,27711,39323500
odr7p_Bcary_5percent,JNL_10off_120on_50off,279,27811,39469700
odr7p_Bcary_5percent,JNL_10off_120on_50off,280,27911,39279000
odr7p_Bcary_5percent,JNL_10off_120on_50off,281,28011,39492800
odr7p_Bcary_5percent,JNL_10off_120on_50off,282,28111,38953400
odr7p_Bcary_5percent,JNL_10off_120on_50off,283,28211,39217400
odr7p_Bcary_5percent,JNL_10off_120on_50off,284,28311,39561600
odr7p_Bcary_5percent,JNL_10off_120on_50off,285,28411,39136000
odr7p_Bcary_5percent,JNL_10off_120on_50off,286,28511,39240000
odr7p_Bcary_5percent,JNL_10off_120on_50off,287,28611,38930200
odr7p_Bcary_5percent,JNL_10off_120on_50off,288,28711,39503400
odr7p_Bcary_5percent,JNL_10off_120on_50off,289,28811,39677400
odr7p_Bcary_5percent,JNL_10off_120on_50off,290,28911,39744100
odr7p_Bcary_5percent,JNL_10off_120on_50off,291,29011,39315100
odr7p_Bcary_5percent,JNL_10off_120on_50off,292,29111,38807500
odr7p_Bcary_5percent,JNL_10off_120on_50off,293,29211,38771300
odr7p_Bcary_5percent,JNL_10off_120on_50off,294,29311,38944000
odr7p_Bcary_5percent,JNL_10off_120on_50off,295,29411,39219800
odr7p_Bcary_5percent,JNL_10off_120on_50off,296,29511,39178800
odr7p_Bcary_5percent,JNL_10off_120on_50off,297,29611,38848800
odr7p_Bcary_5percent,JNL_10off_120on_50off,298,29711,38933800
odr7p_Bcary_5percent,JNL_10off_120on_50off,299,29811,38985300
odr7p_Bcary_5percent,JNL_10off_120on_50off,300,29911,38953400
odr7p_Bcary_5percent,JNL_10off_120on_50off,301,30011,38562100
odr7p_Bcary_5percent,JNL_10off_120on_50off,302,30111,38706100
odr7p_Bcary_5percent,JNL_10off_120on_50off,303,30211,38714000
odr7p_Bcary_5percent,JNL_10off_120on_50off,304,30311,38952500
odr7p_Bcary_5percent,JNL_10off_120on_50off,305,30411,38944100
odr7p_Bcary_5percent,JNL_10off_120on_50off,306,30511,38852700
odr7p_Bcary_5percent,JNL_10off_120on_50off,307,30611,38955300
odr7p_Bcary_5percent,JNL_10off_120on_50off,308,30711,38761600
odr7p_Bcary_5percent,JNL_10off_120on_50off,309,30811,38411100
odr7p_Bcary_5percent,JNL_10off_120on_50off,310,30911,39190800
odr7p_Bcary_5percent,JNL_10off_120on_50off,311,31011,39302000
odr7p_Bcary_5percent,JNL_10off_120on_50off,312,31111,38865900
odr7p_Bcary_5percent,JNL_10off_120on_50off,313,31211,38789400
odr7p_Bcary_5percent,JNL_10off_120on_50off,314,31311,38913100
odr7p_Bcary_5percent,JNL_10off_120on_50off,315,31411,38738000
odr7p_Bcary_5percent,JNL_10off_120on_50off,316,31511,39051700
odr7p_Bcary_5percent,JNL_10off_120on_50off,317,31611,39051300
odr7p_Bcary_5percent,JNL_10off_120on_50off,318,31711,38870600
odr7p_Bcary_5percent,JNL_10off_120on_50off,319,31811,39243500
odr7p_Bcary_5percent,JNL_10off_120on_50off,320,31911,38670200
odr7p_Bcary_5percent,JNL_10off_120on_50off,321,32011,39467700
odr7p_Bcary_5percent,JNL_10off_120on_50off,322,32111,38974600
odr7p_Bcary_5percent,JNL_10off_120on_50off,323,32211,38807500
odr7p_Bcary_5percent,JNL_10off_120on_50off,324,32311,38813500
odr7p_Bcary_5percent,JNL_10off_120on_50off,325,32411,38691700
odr7p_Bcary_5percent,JNL_10off_120on_50off,326,32511,38825900
odr7p_Bcary_5percent,JNL_10off_120on_50off,327,32611,39004900
odr7p_Bcary_5percent,JNL_10off_120on_50off,328,32711,38418300
odr7p_Bcary_5percent,JNL_10off_120on_50off,329,32811,38807800
odr7p_Bcary_5percent,JNL_10off_120on_50off,330,32911,38594800
odr7p_Bcary_5percent,JNL_10off_120on_50off,331,33011,38672900
odr7p_Bcary_5percent,JNL_10off_120on_50off,332,33111,38691600
odr7p_Bcary_5percent,JNL_10off_120on_50off,333,33211,38504200
odr7p_Bcary_5percent,JNL_10off_120on_50off,334,33311,39142900
odr7p_Bcary_5percent,JNL_10off_120on_50off,335,33411,39079100
odr7p_Bcary_5percent,JNL_10off_120on_50off,336,33511,39299800
odr7p_Bcary_5percent,JNL_10off_120on_50off,337,33611,39093700
odr7p_Bcary_5percent,JNL_10off_120on_50off,338,33711,39119400
odr7p_Bcary_5percent,JNL_10off_120on_50off,339,33811,39341800
odr7p_Bcary_5percent,JNL_10off_120on_50off,340,33911,39247900
odr7p_Bcary_5percent,JNL_10off_120on_50off,341,34011,39220400
odr7p_Bcary_5percent,JNL_10off_120on_50off,342,34111,39370600
odr7p_Bcary_5percent,JNL_10off_120on_50off,343,34211,39301100
odr7p_Bcary_5percent,JNL_10off_120on_50off,344,34311,39212700
odr7p_Bcary_5percent,JNL_10off_120on_50off,345,34411,39366900
odr7p_Bcary_5percent,JNL_10off_120on_50off,346,34511,39578500
odr7p_Bcary_5percent,JNL_10off_120on_50off,347,34611,39545300
odr7p_Bcary_5percent,JNL_10off_120on_50off,348,34711,39602100
odr7p_Bcary_5percent,JNL_10off_120on_50off,349,34811,39681500
odr7p_Bcary_5percent,JNL_10off_120on_50off,350,34911,39521300
odr7p_Bcary_5percent,JNL_10off_120on_50off,351,35011,39652600
odr7p_Bcary_5percent,JNL_10off_120on_50off,352,35111,39513300
odr7p_Bcary_5percent,JNL_10off_120on_50off,353,35211,39668500
odr7p_Bcary_5percent,JNL_10off_120on_50off,354,35311,39964800
odr7p_Bcary_5percent,JNL_10off_120on_50off,355,35411,39909000
odr7p_Bcary_5percent,JNL_10off_120on_50off,356,35511,39992700
odr7p_Bcary_5percent,JNL_10off_120on_50off,357,35611,39593700
odr7p_Bcary_5percent,JNL_10off_120on_50off,358,35711,39812000
odr7p_Bcary_5percent,JNL_10off_120on_50off,359,35811,40065900
odr7p_Bcary_5percent,JNL_10off_120on_50off,360,35911,39595700
odr7p_Bcary_5percent,JNL_10off_120on_50off,361,36011,39601800
odr7p_Bcary_5percent,JNL_10off_120on_50off,362,36111,39572300
odr7p_Bcary_5percent,JNL_10off_120on_50off,363,36211,39631100
odr7p_Bcary_5percent,JNL_10off_120on_50off,364,36311,39679300
odr7p_Bcary_5percent,JNL_10off_120on_50off,365,36411,39866800
odr7p_Bcary_5percent,JNL_10off_120on_50off,366,36511,40066400
odr7p_Bcary_5percent,JNL_10off_120on_50off,367,36611,39698600
odr7p_Bcary_5percent,JNL_10off_120on_50off,368,36711,39597500
odr7p_Bcary_5percent,JNL_10off_120on_50off,369,36811,40103300
odr7p_Bcary_5percent,JNL_10off_120on_50off,370,36911,39679000
odr7p_Bcary_5percent,JNL_10off_120on_50off,371,37011,39974200
odr7p_Bcary_5percent,JNL_10off_120on_50off,372,37111,39612100
odr7p_Bcary_5percent,JNL_10off_120on_50off,373,37211,39748900
odr7p_Bcary_5percent,JNL_10off_120on_50off,374,37311,39778200
odr7p_Bcary_5percent,JNL_10off_120on_50off,375,37411,39875000
odr7p_Bcary_5percent,JNL_10off_120on_50off,376,37511,39546700
odr7p_Bcary_5percent,JNL_10off_120on_50off,377,37611,39899600
odr7p_Bcary_5percent,JNL_10off_120on_50off,378,37711,39645400
odr7p_Bcary_5percent,JNL_10off_120on_50off,379,37811,40119400
odr7p_Bcary_5percent,JNL_10off_120on_50off,380,37911,39912200
odr7p_Bcary_5percent,JNL_10off_120on_50off,381,38011,39630100
odr7p_Bcary_5percent,JNL_10off_120on_50off,382,38111,40070900
odr7p_Bcary_5percent,JNL_10off_120on_50off,383,38211,39759400
odr7p_Bcary_5percent,JNL_10off_120on_50off,384,38311,39636100
