strain_stim,jnl,frame,time_s,fluor,dff
odr7p_Bcary_5percent,JNL_10off_120on_50off,300,29.911,21005800,-21.298560850233965
odr7p_Bcary_5percent,JNL_10off_120on_50off,301,30.011,21257400,-20.355903008586367
odr7p_Bcary_5percent,JNL_10off_120on_50off,302,30.111,21120100,-20.8703184364807
odr7p_Bcary_5percent,JNL_10off_120on_50off,303,30.211,21083599.999999996,-21.007071263269815
odr7p_Bcary_5percent,JNL_10off_120on_50off,304,30.311,21109500,-20.910032956041373
odr7p_Bcary_5percent,JNL_10off_120on_50off,305,30.411,20931099.999999996,-21.57843581355304
odr7p_Bcary_5percent,JNL_10off_120on_50off,306,30.511,21034600,-21.190657249918182
odr7p_Bcary_5percent,JNL_10off_120on_50off,307,30.611,21123200,-20.858703812835603
odr7p_Bcary_5percent,JNL_10off_120on_50off,308,30.711,20794300,-22.090977915052992
odr7p_Bcary_5percent,JNL_10off_120on_50off,309,30.811,20796199.999999996,-22.083859274754396
odr7p_Bcary_5percent,JNL_10off_120on_50off,310,30.911,20860200,-21.844073496274866
odr7p_Bcary_5percent,JNL_10off_120on_50off,311,31.011,20915300,-21.637632927615154
odr7p_Bcary_5percent,JNL_10off_120on_50off,312,31.111,20889400,-21.734671234843585
odr7p_Bcary_5percent,JNL_10off_120on_50off,313,31.211,20939899.999999996,-21.545465269012105
odr7p_Bcary_5percent,JNL_10off_120on_50off,314,31.311,20907800,-21.665732823530725
odr7p_Bcary_5percent,JNL_10off_120on_50off,315,31.411,20783200,-22.13256576100803
odr7p_Bcary_5percent,JNL_10off_120on_50off,316,31.511,20881100,-21.765768452990148
odr7p_Bcary_5percent,JNL_10off_120on_50off,317,31.611,20793499.999999996,-22.093975237284
odr7p_Bcary_5percent,JNL_10off_120on_50off,318,31.711,20857800.000000004,-21.853065462967834
odr7p_Bcary_5percent,JNL_10off_120on_50off,319,31.811,20701299.999999996,-22.439416624406054
odr7p_Bcary_5percent,JNL_10off_120on_50off,320,31.911,20451900,-23.373831829918405
odr7p_Bcary_5percent,JNL_10off_120on_50off,321,32.011,20570900,-22.927980148058055
odr7p_Bcary_5percent,JNL_10off_120on_50off,322,32.111,20409900,-23.531191247045587
odr7p_Bcary_5percent,JNL_10off_120on_50off,323,32.211,20429600,-23.457382187107363
odr7p_Bcary_5percent,JNL_10off_120on_50off,324,32.311,20552700,-22.996169228813166
odr7p_Bcary_5percent,JNL_10off_120on_50off,325,32.411,20394000,-23.590763026386593
odr7p_Bcary_5percent,JNL_10off_120on_50off,326,32.511,20425600,-23.47236879826233
odr7p_Bcary_5percent,JNL_10off_120on_50off,327,32.611,20426100,-23.47049547186796
odr7p_Bcary_5percent,JNL_10off_120on_50off,328,32.711,20435200,-23.436400931490404
odr7p_Bcary_5percent,JNL_10off_120on_50off,329,32.811,20543800,-23.029514438632976
odr7p_Bcary_5percent,JNL_10off_120on_50off,330,32.911,20416300,-23.507212669197635
odr7p_Bcary_5percent,JNL_10off_120on_50off,331,33.011,20602600,-22.80921125465492
odr7p_Bcary_5percent,JNL_10off_120on_50off,332,33.111,20528700,-23.086088895742986
odr7p_Bcary_5percent,JNL_10off_120on_50off,333,33.211,20439200,-23.421414320335433
odr7p_Bcary_5percent,JNL_10off_120on_50off,334,33.311,20216900,-24.25429523527288
odr7p_Bcary_5percent,JNL_10off_120on_50off,335,33.411,20388200,-23.6124936125613
odr7p_Bcary_5percent,JNL_10off_120on_50off,336,33.511,20078900,-24.77133332011934
odr7p_Bcary_5percent,JNL_10off_120on_50off,337,33.611,20131400,-24.574634048710358
odr7p_Bcary_5percent,JNL_10off_120on_50off,338,33.711,20187200,-24.36557082309853
odr7p_Bcary_5percent,JNL_10off_120on_50off,339,33.811,20013100,-25.01786307361859
odr7p_Bcary_5percent,JNL_10off_120on_50off,340,33.911,20229100,-24.20858607125022
odr7p_Bcary_5percent,JNL_10off_120on_50off,341,34.011,19961300,-25.211939688075446
odr7p_Bcary_5percent,JNL_10off_120on_50off,342,34.111,20306400,-23.91896981068043
odr7p_Bcary_5percent,JNL_10off_120on_50off,343,34.211,19959400,-25.21905832837406
odr7p_Bcary_5percent,JNL_10off_120on_50off,344,34.311,20000700,-25.064321568198995
odr7p_Bcary_5percent,JNL_10off_120on_50off,345,34.411,20253199.999999996,-24.118291739041542
odr7p_Bcary_5percent,JNL_10off_120on_50off,346,34.511,19747700,-26.012224723750833
odr7p_Bcary_5percent,JNL_10off_120on_50off,347,34.611,19917000,-25.37791640661674
odr7p_Bcary_5percent,JNL_10off_120on_50off,348,34.711,19719100,-26.119378993508867
odr7p_Bcary_5percent,JNL_10off_120on_50off,349,34.811,19843200,-25.65441938242593
odr7p_Bcary_5percent,JNL_10off_120on_50off,350,34.911,19746200,-26.017844702933946
odr7p_Bcary_5percent,JNL_10off_120on_50off,351,35.011,19509100,-26.906176079144785
odr7p_Bcary_5percent,JNL_10off_120on_50off,352,35.111,19414900,-27.25911077184432
odr7p_Bcary_5percent,JNL_10off_120on_50off,353,35.211,19849000,-25.632688796251223
odr7p_Bcary_5percent,JNL_10off_120on_50off,354,35.311,19672300,-26.294722344022013
odr7p_Bcary_5percent,JNL_10off_120on_50off,355,35.411,19515500,-26.88219750129683
odr7p_Bcary_5percent,JNL_10off_120on_50off,356,35.511,19864600,-25.57424101274684
odr7p_Bcary_5percent,JNL_10off_120on_50off,357,35.611,19599300,-26.568227997600214
odr7p_Bcary_5percent,JNL_10off_120on_50off,358,35.711,19847700,-25.63755944487659
odr7p_Bcary_5percent,JNL_10off_120on_50off,359,35.811,19494500,-26.960877209860424
odr7p_Bcary_5percent,JNL_10off_120on_50off,360,35.911,19679600,-26.267371778664195
odr7p_Bcary_5percent,JNL_10off_120on_50off,361,36.011,19447800,-27.135845895094697
odr7p_Bcary_5percent,JNL_10off_120on_50off,362,36.111,19578900,-26.644659714490558
odr7p_Bcary_5percent,JNL_10off_120on_50off,363,36.211,19439800,-27.16581911740463
odr7p_Bcary_5percent,JNL_10off_120on_50off,364,36.311,19694800,-26.210422656275313
odr7p_Bcary_5percent,JNL_10off_120on_50off,365,36.411,19422900,-27.229137549534382
odr7p_Bcary_5percent,JNL_10off_120on_50off,366,36.511,19430100,-27.202161649455437
odr7p_Bcary_5percent,JNL_10off_120on_50off,367,36.611,19360200,-27.46405267938853
odr7p_Bcary_5percent,JNL_10off_120on_50off,368,36.711,19629900,-26.453580422264693
odr7p_Bcary_5percent,JNL_10off_120on_50off,369,36.811,19681100,-26.261751799481083
odr7p_Bcary_5percent,JNL_10off_120on_50off,370,36.911,19232800,-27.94137624467432
odr7p_Bcary_5percent,JNL_10off_120on_50off,371,37.011,19144900,-28.270707024804782
odr7p_Bcary_5percent,JNL_10off_120on_50off,372,37.111,19091200,-28.471902279560247
odr7p_Bcary_5percent,JNL_10off_120on_50off,373,37.211,19112300,-28.392847905717783
odr7p_Bcary_5percent,JNL_10off_120on_50off,374,37.311,18917100,-29.12419453008031
odr7p_Bcary_5percent,JNL_10off_120on_50off,375,37.411,19142200,-28.280822987334385
odr7p_Bcary_5percent,JNL_10off_120on_50off,376,37.511,19225700,-27.96797747947439
odr7p_Bcary_5percent,JNL_10off_120on_50off,377,37.611,19065000,-28.5700645826253
odr7p_Bcary_5percent,JNL_10off_120on_50off,378,37.711,19234600,-27.93463226965458
odr7p_Bcary_5percent,JNL_10off_120on_50off,379,37.811,19205300,-28.044409196364732
odr7p_Bcary_5percent,JNL_10off_120on_50off,380,37.911,18874800,-29.28267794304411
odr7p_Bcary_5percent,JNL_10off_120on_50off,381,38.011,19255700,-27.855577895812118
odr7p_Bcary_5percent,JNL_10off_120on_50off,382,38.111,19060700,-28.586175189616892
odr7p_Bcary_5percent,JNL_10off_120on_50off,383,38.211,19300900,-27.686229189760958
odr7p_Bcary_5percent,JNL_10off_120on_50off,384,38.311,19052500,-28.616897742484582
odr7p_Bcary_5percent,JNL_10off_120on_50off,385,38.411,19026300,-28.715060045549635
odr7p_Bcary_5percent,JNL_10off_120on_50off,386,38.511,18912700,-29.14067980235078
odr7p_Bcary_5percent,JNL_10off_120on_50off,387,38.611,18825600,-29.46701326025024
odr7p_Bcary_5percent,JNL_10off_120on_50off,388,38.711,18790400,-29.598895438413976
odr7p_Bcary_5percent,JNL_10off_120on_50off,389,38.811,19182900,-28.128334218832567
odr7p_Bcary_5percent,JNL_10off_120on_50off,390,38.911,18863900,-29.323516458441407
odr7p_Bcary_5percent,JNL_10off_120on_50off,391,39.011,18822600,-29.47825321861647
odr7p_Bcary_5percent,JNL_10off_120on_50off,392,39.111,18924300,-29.097218630001365
odr7p_Bcary_5percent,JNL_10off_120on_50off,393,39.211,18999400,-28.815845005566803
odr7p_Bcary_5percent,JNL_10off_120on_50off,394,39.311,18941100,-29.03427486315049
odr7p_Bcary_5percent,JNL_10off_120on_50off,395,39.411,18906600,-29.163534384362105
odr7p_Bcary_5percent,JNL_10off_120on_50off,396,39.511,18721600,-29.856665150279454
odr7p_Bcary_5percent,JNL_10off_120on_50off,397,39.611,18802600,-29.55318627439132
odr7p_Bcary_5percent,JNL_10off_120on_50off,398,39.711,18656600,-30.100197581547718
odr7p_Bcary_5percent,JNL_10off_120on_50off,399,39.811,18610500,-30.27291827510874
odr7p_Bcary_5percent,JNL_10off_120on_50off,400,39.911,18615200,-30.255309007001653
odr7p_Bcary_5percent,JNL_10off_120on_50off,401,40.011,18702800,-29.927102222707813
odr7p_Bcary_5percent,JNL_10off_120on_50off,402,40.111,18615500,-30.25418501116503
odr7p_Bcary_5percent,JNL_10off_120on_50off,403,40.211,19022000,-28.731170652541227
odr7p_Bcary_5percent,JNL_10off_120on_50off,404,40.311,18502900,-30.67605811517743
odr7p_Bcary_5percent,JNL_10off_120on_50off,405,40.411,18463300,-30.82442556561163
odr7p_Bcary_5percent,JNL_10off_120on_50off,406,40.511,18666600,-30.06273105366029
odr7p_Bcary_5percent,JNL_10off_120on_50off,407,40.611,18650400,-30.123426828837918
odr7p_Bcary_5percent,JNL_10off_120on_50off,408,40.711,18580200,-30.38644185460764
odr7p_Bcary_5percent,JNL_10off_120on_50off,409,40.811,18511900,-30.642338240078747
odr7p_Bcary_5percent,JNL_10off_120on_50off,410,40.911,18347500,-31.258287958548003
odr7p_Bcary_5percent,JNL_10off_120on_50off,411,41.011,18414000,-31.009135548096634
odr7p_Bcary_5percent,JNL_10off_120on_50off,412,41.111,18426100,-30.963801049352845
odr7p_Bcary_5percent,JNL_10off_120on_50off,413,41.211,18368500,-31.179608249984415
odr7p_Bcary_5percent,JNL_10off_120on_50off,414,41.311,18346800,-31.260910615500126
odr7p_Bcary_5percent,JNL_10off_120on_50off,415,41.411,18287600,-31.482712460593675
odr7p_Bcary_5percent,JNL_10off_120on_50off,416,41.511,17956600,-32.72285453366743
odr7p_Bcary_5percent,JNL_10off_120on_50off,417,41.611,18076200,-32.27475486013383
odr7p_Bcary_5percent,JNL_10off_120on_50off,418,41.711,18009900,-32.52315794002745
odr7p_Bcary_5percent,JNL_10off_120on_50off,419,41.811,17771400,-33.41673463014253
odr7p_Bcary_5percent,JNL_10off_120on_50off,420,41.911,17979900,-32.63555752368973
odr7p_Bcary_5percent,JNL_10off_120on_50off,421,42.011,18047800,-32.381159799334114
odr7p_Bcary_5percent,JNL_10off_120on_50off,422,42.111,17827900,-33.20504874757858
odr7p_Bcary_5percent,JNL_10off_120on_50off,423,42.211,17926400,-32.83600344788745
odr7p_Bcary_5percent,JNL_10off_120on_50off,424,42.311,17784700,-33.36690414805225
odr7p_Bcary_5percent,JNL_10off_120on_50off,425,42.411,17786000,-33.362033499426886
odr7p_Bcary_5percent,JNL_10off_120on_50off,426,42.511,17796100,-33.324192306260585
odr7p_Bcary_5percent,JNL_10off_120on_50off,427,42.611,17886000,-32.987368220552646
odr7p_Bcary_5percent,JNL_10off_120on_50off,428,42.711,17778200,-33.39125739117908
odr7p_Bcary_5percent,JNL_10off_120on_50off,429,42.811,17636200,-33.9232820871805
odr7p_Bcary_5percent,JNL_10off_120on_50off,430,42.911,17700900,-33.68087365174887
odr7p_Bcary_5percent,JNL_10off_120on_50off,431,43.011,17836500,-33.172827533595395
odr7p_Bcary_5percent,JNL_10off_120on_50off,432,43.111,17617300,-33.99409382488774
odr7p_Bcary_5percent,JNL_10off_120on_50off,433,43.211,17733400,-33.559107436114736
odr7p_Bcary_5percent,JNL_10off_120on_50off,434,43.311,17633700,-33.93264871915236
odr7p_Bcary_5percent,JNL_10off_120on_50off,435,43.411,17649900,-33.87195294397473
odr7p_Bcary_5percent,JNL_10off_120on_50off,436,43.511,17606800,-34.033433679169534
odr7p_Bcary_5percent,JNL_10off_120on_50off,437,43.611,17603400,-34.04617229865126
odr7p_Bcary_5percent,JNL_10off_120on_50off,438,43.711,17762700,-33.44933050940458
odr7p_Bcary_5percent,JNL_10off_120on_50off,439,43.811,17787800,-33.35528952440715
odr7p_Bcary_5percent,JNL_10off_120on_50off,440,43.911,17719500,-33.61118590987826
odr7p_Bcary_5percent,JNL_10off_120on_50off,441,44.011,17598500,-34.0645308973161
odr7p_Bcary_5percent,JNL_10off_120on_50off,442,44.111,17687300,-33.73182812967577
odr7p_Bcary_5percent,JNL_10off_120on_50off,443,44.211,17616300,-33.997840477676476
odr7p_Bcary_5percent,JNL_10off_120on_50off,444,44.311,17530900,-34.31780462583509
odr7p_Bcary_5percent,JNL_10off_120on_50off,445,44.411,17664300,-33.81800114381684
odr7p_Bcary_5percent,JNL_10off_120on_50off,446,44.511,17641700,-33.90267549684242
odr7p_Bcary_5percent,JNL_10off_120on_50off,447,44.611,17532600,-34.311435316094226
odr7p_Bcary_5percent,JNL_10off_120on_50off,448,44.711,17528900,-34.32529793141257
odr7p_Bcary_5percent,JNL_10off_120on_50off,449,44.811,17521200,-34.35414715788588
odr7p_Bcary_5percent,JNL_10off_120on_50off,450,44.911,17548300,-34.252612867310965
odr7p_Bcary_5percent,JNL_10off_120on_50off,451,45.011,17307300,-35.1555561893979
odr7p_Bcary_5percent,JNL_10off_120on_50off,452,45.111,17352000,-34.988080809741106
odr7p_Bcary_5percent,JNL_10off_120on_50off,453,45.211,17534400,-34.30469134107448
odr7p_Bcary_5percent,JNL_10off_120on_50off,454,45.311,17612700,-34.01132842771595
odr7p_Bcary_5percent,JNL_10off_120on_50off,455,45.411,17299200,-35.18590407698671
odr7p_Bcary_5percent,JNL_10off_120on_50off,456,45.511,17293400,-35.207634663161414
odr7p_Bcary_5percent,JNL_10off_120on_50off,457,45.611,17129600,-35.82133638995742
odr7p_Bcary_5percent,JNL_10off_120on_50off,458,45.711,17313900,-35.13082828099219
odr7p_Bcary_5percent,JNL_10off_120on_50off,459,45.811,17432200,-34.68759925608396
odr7p_Bcary_5percent,JNL_10off_120on_50off,460,45.911,16961500,-36.45114872374503
odr7p_Bcary_5percent,JNL_10off_120on_50off,461,46.011,17212700,-35.509989543212924
odr7p_Bcary_5percent,JNL_10off_120on_50off,462,46.111,17135000,-35.80110446489822
odr7p_Bcary_5percent,JNL_10off_120on_50off,463,46.211,17258600,-35.33801818020965
odr7p_Bcary_5percent,JNL_10off_120on_50off,464,46.311,17399400,-34.81048946755472
odr7p_Bcary_5percent,JNL_10off_120on_50off,465,46.411,17261600,-35.326778221843426
odr7p_Bcary_5percent,JNL_10off_120on_50off,466,46.511,17348900,-34.99969543338621
odr7p_Bcary_5percent,JNL_10off_120on_50off,467,46.611,17194200,-35.579302619804665
odr7p_Bcary_5percent,JNL_10off_120on_50off,468,46.711,17222400,-35.47364701116213
odr7p_Bcary_5percent,JNL_10off_120on_50off,469,46.811,17094000,-35.95471722923666
odr7p_Bcary_5percent,JNL_10off_120on_50off,470,46.911,16991800,-36.33762514424614
odr7p_Bcary_5percent,JNL_10off_120on_50off,471,47.011,16923600,-36.59314686443837
odr7p_Bcary_5percent,JNL_10off_120on_50off,472,47.111,16859100,-36.83480596931226
odr7p_Bcary_5percent,JNL_10off_120on_50off,473,47.211,17141200,-35.77787521760801
odr7p_Bcary_5percent,JNL_10off_120on_50off,474,47.311,17170700,-35.667348960340114
odr7p_Bcary_5percent,JNL_10off_120on_50off,475,47.411,17148600,-35.750149986971316
odr7p_Bcary_5percent,JNL_10off_120on_50off,476,47.511,17146600,-35.757643292548806
odr7p_Bcary_5percent,JNL_10off_120on_50off,477,47.611,17042700,-36.146920517299144
odr7p_Bcary_5percent,JNL_10off_120on_50off,478,47.711,17227800,-35.45341508610292
odr7p_Bcary_5percent,JNL_10off_120on_50off,479,47.811,16911200,-36.63960535901878
odr7p_Bcary_5percent,JNL_10off_120on_50off,480,47.911,17167200,-35.68046224510071
odr7p_Bcary_5percent,JNL_10off_120on_50off,481,48.011,17136600,-35.79510982043623
odr7p_Bcary_5percent,JNL_10off_120on_50off,482,48.111,17210700,-35.517482848790415
odr7p_Bcary_5percent,JNL_10off_120on_50off,483,48.211,16990300,-36.34324512342925
odr7p_Bcary_5percent,JNL_10off_120on_50off,484,48.311,17081500,-36.00155038909594
odr7p_Bcary_5percent,JNL_10off_120on_50off,485,48.411,16985600,-36.36085439153634
odr7p_Bcary_5percent,JNL_10off_120on_50off,486,48.511,17051600,-36.11357530747934
odr7p_Bcary_5percent,JNL_10off_120on_50off,487,48.611,16864600,-36.81419937897418
odr7p_Bcary_5percent,JNL_10off_120on_50off,488,48.711,16975100,-36.400194245818135
odr7p_Bcary_5percent,JNL_10off_120on_50off,489,48.811,16782300,-37.122548903487676
odr7p_Bcary_5percent,JNL_10off_120on_50off,490,48.911,16935500,-36.548561696252335
odr7p_Bcary_5percent,JNL_10off_120on_50off,491,49.011,16917800,-36.61487745061308
odr7p_Bcary_5percent,JNL_10off_120on_50off,492,49.111,16792500,-37.084333045042506
odr7p_Bcary_5percent,JNL_10off_120on_50off,493,49.211,16637100,-37.66656288841308
odr7p_Bcary_5percent,JNL_10off_120on_50off,494,49.311,16486500,-38.23080879839769
odr7p_Bcary_5percent,JNL_10off_120on_50off,495,49.411,16666600,-37.556036631145176
odr7p_Bcary_5percent,JNL_10off_120on_50off,496,49.511,16568700,-37.92283393916306
odr7p_Bcary_5percent,JNL_10off_120on_50off,497,49.611,16478100,-38.26228068182313
odr7p_Bcary_5percent,JNL_10off_120on_50off,498,49.711,16595700,-37.82167431386702
odr7p_Bcary_5percent,JNL_10off_120on_50off,499,49.811,16734000,-37.30351223318394
odr7p_Bcary_5percent,JNL_10off_120on_50off,500,49.911,16667500,-37.55266464363531
odr7p_Bcary_5percent,JNL_10off_120on_50off,501,50.011,16623900,-37.71601870522448
odr7p_Bcary_5percent,JNL_10off_120on_50off,502,50.111,16392600,-38.58261949526061
odr7p_Bcary_5percent,JNL_10off_120on_50off,503,50.211,16551100,-37.98877502824493
odr7p_Bcary_5percent,JNL_10off_120on_50off,504,50.311,16318999.999999998,-38.85837314051206
odr7p_Bcary_5percent,JNL_10off_120on_50off,505,50.411,16575899.999999998,-37.895858039084125
odr7p_Bcary_5percent,JNL_10off_120on_50off,506,50.511,16543500,-38.01724958943937
odr7p_Bcary_5percent,JNL_10off_120on_50off,507,50.611,16497900,-38.188096956606024
odr7p_Bcary_5percent,JNL_10off_120on_50off,508,50.711,16430000,-38.442494680961644
odr7p_Bcary_5percent,JNL_10off_120on_50off,509,50.811,16479200,-38.25815936375551
odr7p_Bcary_5percent,JNL_10off_120on_50off,510,50.911,16394200.000000002,-38.576624850798616
odr7p_Bcary_5percent,JNL_10off_120on_50off,511,51.011,16396200,-38.56913154522113
odr7p_Bcary_5percent,JNL_10off_120on_50off,512,51.111,16474200.000000002,-38.27689262769922
odr7p_Bcary_5percent,JNL_10off_120on_50off,513,51.211,16290300,-38.96590207554896
odr7p_Bcary_5percent,JNL_10off_120on_50off,514,51.311,16360900,-38.701388388663744
odr7p_Bcary_5percent,JNL_10off_120on_50off,515,51.411,16309900,-38.89246768088961
odr7p_Bcary_5percent,JNL_10off_120on_50off,516,51.511,16191600,-39.335696705797844
odr7p_Bcary_5percent,JNL_10off_120on_50off,517,51.611,16333700,-38.80329734451754
odr7p_Bcary_5percent,JNL_10off_120on_50off,518,51.711,16547600,-38.00188831300553
odr7p_Bcary_5percent,JNL_10off_120on_50off,519,51.811,16487300,-38.2278114761667
odr7p_Bcary_5percent,JNL_10off_120on_50off,520,51.911,16480400,-38.25366338040902
odr7p_Bcary_5percent,JNL_10off_120on_50off,521,52.011,16192200.000000002,-39.333448714124586
odr7p_Bcary_5percent,JNL_10off_120on_50off,522,52.111,15971100,-40.16183364571555
odr7p_Bcary_5percent,JNL_10off_120on_50off,523,52.211,16166000,-39.431611017189645
odr7p_Bcary_5percent,JNL_10off_120on_50off,524,52.311,16335400,-38.79692803477668
odr7p_Bcary_5percent,JNL_10off_120on_50off,525,52.411,16254700,-39.099282914828194
odr7p_Bcary_5percent,JNL_10off_120on_50off,526,52.511,16326700,-38.82952391403874
odr7p_Bcary_5percent,JNL_10off_120on_50off,527,52.611,16350300,-38.74110290822441
odr7p_Bcary_5percent,JNL_10off_120on_50off,528,52.711,16272500,-39.03259249518858
odr7p_Bcary_5percent,JNL_10off_120on_50off,529,52.811,16090700,-39.713733972181956
odr7p_Bcary_5percent,JNL_10off_120on_50off,530,52.911,16310400,-38.89059435449524
odr7p_Bcary_5percent,JNL_10off_120on_50off,531,53.011,16059300,-39.83137886974846
odr7p_Bcary_5percent,JNL_10off_120on_50off,532,53.111,16375200,-38.647811253784724
odr7p_Bcary_5percent,JNL_10off_120on_50off,533,53.211,16370700,-38.664671191334065
odr7p_Bcary_5percent,JNL_10off_120on_50off,534,53.311,16396599.999999998,-38.56763288410565
odr7p_Bcary_5percent,JNL_10off_120on_50off,535,53.411,16367799.999999998,-38.67553648442143
odr7p_Bcary_5percent,JNL_10off_120on_50off,536,53.511,16065600,-39.80777495717939
odr7p_Bcary_5percent,JNL_10off_120on_50off,537,53.611,16212400,-39.257766327792
odr7p_Bcary_5percent,JNL_10off_120on_50off,538,53.711,15954299.999999998,-40.22477741256643
odr7p_Bcary_5percent,JNL_10off_120on_50off,539,53.811,16044700,-39.886080000464105
odr7p_Bcary_5percent,JNL_10off_120on_50off,540,53.911,16124700,-39.58634777736471
odr7p_Bcary_5percent,JNL_10off_120on_50off,541,54.011,15648800,-41.369379839527234
odr7p_Bcary_5percent,JNL_10off_120on_50off,542,54.111,16075900,-39.76918443345534
odr7p_Bcary_5percent,JNL_10off_120on_50off,543,54.211,16014900,-39.99773025356863
odr7p_Bcary_5percent,JNL_10off_120on_50off,544,54.311,15948000,-40.248381325135504
odr7p_Bcary_5percent,JNL_10off_120on_50off,545,54.411,16041000,-39.89994261578245
odr7p_Bcary_5percent,JNL_10off_120on_50off,546,54.511,15941700,-40.27198523770458
odr7p_Bcary_5percent,JNL_10off_120on_50off,547,54.611,15869100,-40.543992230167284
odr7p_Bcary_5percent,JNL_10off_120on_50off,548,54.711,15972700,-40.15583900125356
odr7p_Bcary_5percent,JNL_10off_120on_50off,549,54.811,15958200,-40.21016546669033
odr7p_Bcary_5percent,JNL_10off_120on_50off,550,54.911,16064200,-39.81302027108363
odr7p_Bcary_5percent,JNL_10off_120on_50off,551,55.011,15624300,-41.46117283285143
odr7p_Bcary_5percent,JNL_10off_120on_50off,552,55.111,15908400,-40.396748775569705
odr7p_Bcary_5percent,JNL_10off_120on_50off,553,55.211,16196299.999999998,-39.31808743769076
odr7p_Bcary_5percent,JNL_10off_120on_50off,554,55.311,15978200,-40.13523241091548
odr7p_Bcary_5percent,JNL_10off_120on_50off,555,55.411,15807400,-40.775160707232686
odr7p_Bcary_5percent,JNL_10off_120on_50off,556,55.511,15720200,-41.10186883041103
odr7p_Bcary_5percent,JNL_10off_120on_50off,557,55.611,16023200,-39.96663303542206
odr7p_Bcary_5percent,JNL_10off_120on_50off,558,55.711,15720700,-41.099995504016654
odr7p_Bcary_5percent,JNL_10off_120on_50off,559,55.811,15659600,-41.32891598940882
odr7p_Bcary_5percent,JNL_10off_120on_50off,560,55.911,15812100,-40.7575514391256
odr7p_Bcary_5percent,JNL_10off_120on_50off,561,56.011,15654900,-41.34652525751591
odr7p_Bcary_5percent,JNL_10off_120on_50off,562,56.111,15738200,-41.03442908021366
odr7p_Bcary_5percent,JNL_10off_120on_50off,563,56.211,15789300,-40.84297512270892
odr7p_Bcary_5percent,JNL_10off_120on_50off,564,56.311,15511000,-41.88566859381595
odr7p_Bcary_5percent,JNL_10off_120on_50off,565,56.411,15787199.999999998,-40.850843093565295
odr7p_Bcary_5percent,JNL_10off_120on_50off,566,56.511,15795900,-40.81824721430323
odr7p_Bcary_5percent,JNL_10off_120on_50off,567,56.611,15773100,-40.90367089788655
odr7p_Bcary_5percent,JNL_10off_120on_50off,568,56.711,15783400,-40.8650803741625
odr7p_Bcary_5percent,JNL_10off_120on_50off,569,56.811,16162000,-39.44659762834461
odr7p_Bcary_5percent,JNL_10off_120on_50off,570,56.911,15810400,-40.76392074886646
odr7p_Bcary_5percent,JNL_10off_120on_50off,571,57.011,15395000,-42.32028031731007
odr7p_Bcary_5percent,JNL_10off_120on_50off,572,57.111,15579700,-41.62827354722934
odr7p_Bcary_5percent,JNL_10off_120on_50off,573,57.211,15619000,-41.48103009263176
odr7p_Bcary_5percent,JNL_10off_120on_50off,574,57.311,15439800,-42.15243027237441
odr7p_Bcary_5percent,JNL_10off_120on_50off,575,57.411,15794299.999999998,-40.82424185876522
odr7p_Bcary_5percent,JNL_10off_120on_50off,576,57.511,15481900,-41.99469618996835
odr7p_Bcary_5percent,JNL_10off_120on_50off,577,57.611,15940600,-40.276106555772195
odr7p_Bcary_5percent,JNL_10off_120on_50off,578,57.711,15518700,-41.85681936734263
odr7p_Bcary_5percent,JNL_10off_120on_50off,579,57.811,15634300.000000002,-41.423706304964
odr7p_Bcary_5percent,JNL_10off_120on_50off,580,57.911,15729400,-41.0673996247546
odr7p_Bcary_5percent,JNL_10off_120on_50off,581,58.011,15359500,-42.45328649131043
odr7p_Bcary_5percent,JNL_10off_120on_50off,582,58.111,15521500,-41.84632873953415
odr7p_Bcary_5percent,JNL_10off_120on_50off,583,58.211,15560700,-41.69945995021545
odr7p_Bcary_5percent,JNL_10off_120on_50off,584,58.311,15587200.000000002,-41.60017365131377
odr7p_Bcary_5percent,JNL_10off_120on_50off,585,58.411,15448100,-42.12133305422785
odr7p_Bcary_5percent,JNL_10off_120on_50off,586,58.511,15291999.999999998,-42.70618555455055
odr7p_Bcary_5percent,JNL_10off_120on_50off,587,58.611,15388300,-42.34538289099464
odr7p_Bcary_5percent,JNL_10off_120on_50off,588,58.711,15682799.999999998,-41.24199364471
odr7p_Bcary_5percent,JNL_10off_120on_50off,589,58.811,15495500,-41.94374171204146
odr7p_Bcary_5percent,JNL_10off_120on_50off,590,58.911,15226000,-42.95346463860754
odr7p_Bcary_5percent,JNL_10off_120on_50off,591,59.011,15411800,-42.25733655045919
odr7p_Bcary_5percent,JNL_10off_120on_50off,592,59.111,15395700.000000002,-42.317657660357945
odr7p_Bcary_5percent,JNL_10off_120on_50off,593,59.211,15497399.999999998,-41.93662307174285
odr7p_Bcary_5percent,JNL_10off_120on_50off,594,59.311,15632299.999999998,-41.4311996105415
odr7p_Bcary_5percent,JNL_10off_120on_50off,595,59.411,15415100,-42.244972596256346
odr7p_Bcary_5percent,JNL_10off_120on_50off,596,59.511,15488100,-41.97146694267815
odr7p_Bcary_5percent,JNL_10off_120on_50off,597,59.611,15481400,-41.996569516362726
odr7p_Bcary_5percent,JNL_10off_120on_50off,598,59.711,15328599.999999998,-42.569058062482576
odr7p_Bcary_5percent,JNL_10off_120on_50off,599,59.811,15084900.000000002,-43.4821173470991
odr7p_Bcary_5percent,JNL_10off_120on_50off,600,59.911,15283500.000000002,-42.738032103254845
